30.06.2013 19:17:31: Starting interval: 3600 jobs during 3600 seconds
30.06.2013 19:17:31: second 0, jobs that second 0, active requests: 0
30.06.2013 20:13:44: second 3373, jobs that second 1, active requests: 1
30.06.2013 20:13:45: second 3374, jobs that second 0, active requests: 0
30.06.2013 20:13:46: second 3375, jobs that second 1, active requests: 0
30.06.2013 20:13:47: second 3376, jobs that second 1, active requests: 0
30.06.2013 20:13:48: second 3377, jobs that second 1, active requests: 0
30.06.2013 20:13:49: second 3378, jobs that second 0, active requests: 0
30.06.2013 20:13:50: second 3379, jobs that second 1, active requests: 0
30.06.2013 20:13:51: second 3380, jobs that second 1, active requests: 0
30.06.2013 20:13:52: second 3381, jobs that second 3, active requests: 1
30.06.2013 20:13:53: second 3382, jobs that second 0, active requests: 1
30.06.2013 20:13:54: second 3383, jobs that second 0, active requests: 0
30.06.2013 20:13:55: second 3384, jobs that second 1, active requests: 0
30.06.2013 20:13:56: second 3385, jobs that second 1, active requests: 0
30.06.2013 20:13:57: second 3386, jobs that second 2, active requests: 0
30.06.2013 20:13:58: second 3387, jobs that second 1, active requests: 0
30.06.2013 20:13:59: second 3388, jobs that second 1, active requests: 0
30.06.2013 20:14:00: second 3389, jobs that second 2, active requests: 1
30.06.2013 20:14:01: second 3390, jobs that second 1, active requests: 1
30.06.2013 20:14:02: second 3391, jobs that second 2, active requests: 0
30.06.2013 20:14:03: second 3392, jobs that second 1, active requests: 0
30.06.2013 20:14:04: second 3393, jobs that second 1, active requests: 0
30.06.2013 20:14:05: second 3394, jobs that second 0, active requests: 0
30.06.2013 20:14:06: second 3395, jobs that second 0, active requests: 0
30.06.2013 20:14:07: second 3396, jobs that second 1, active requests: 0
30.06.2013 20:14:08: second 3397, jobs that second 2, active requests: 0
30.06.2013 20:14:09: second 3398, jobs that second 0, active requests: 1
30.06.2013 20:14:10: second 3399, jobs that second 1, active requests: 0
30.06.2013 20:14:11: second 3400, jobs that second 1, active requests: 1
30.06.2013 20:14:12: second 3401, jobs that second 1, active requests: 0
30.06.2013 20:14:13: second 3402, jobs that second 0, active requests: 0
30.06.2013 20:14:14: second 3403, jobs that second 3, active requests: 0
30.06.2013 20:14:15: second 3404, jobs that second 2, active requests: 0
30.06.2013 20:14:16: second 3405, jobs that second 4, active requests: 1
30.06.2013 20:14:17: second 3406, jobs that second 0, active requests: 1
30.06.2013 20:14:18: second 3407, jobs that second 1, active requests: 0
30.06.2013 20:14:19: second 3408, jobs that second 1, active requests: 0
30.06.2013 20:14:20: second 3409, jobs that second 1, active requests: 0
30.06.2013 20:14:21: second 3410, jobs that second 2, active requests: 0
30.06.2013 20:14:22: second 3411, jobs that second 1, active requests: 1
30.06.2013 20:14:23: second 3412, jobs that second 0, active requests: 0
30.06.2013 20:14:24: second 3413, jobs that second 1, active requests: 0
30.06.2013 20:14:25: second 3414, jobs that second 0, active requests: 1
30.06.2013 20:14:26: second 3415, jobs that second 1, active requests: 0
30.06.2013 20:14:27: second 3416, jobs that second 0, active requests: 0
30.06.2013 20:14:28: second 3417, jobs that second 1, active requests: 0
30.06.2013 20:14:29: second 3418, jobs that second 1, active requests: 1
30.06.2013 20:14:30: second 3419, jobs that second 1, active requests: 0
30.06.2013 20:14:31: second 3420, jobs that second 2, active requests: 0
30.06.2013 20:14:32: second 3421, jobs that second 2, active requests: 0
30.06.2013 20:14:33: second 3422, jobs that second 0, active requests: 1
30.06.2013 20:14:34: second 3423, jobs that second 0, active requests: 0
30.06.2013 20:14:35: second 3424, jobs that second 0, active requests: 0
30.06.2013 20:14:36: second 3425, jobs that second 0, active requests: 0
30.06.2013 20:14:37: second 3426, jobs that second 1, active requests: 0
30.06.2013 20:14:38: second 3427, jobs that second 0, active requests: 1
30.06.2013 20:14:39: second 3428, jobs that second 1, active requests: 0
30.06.2013 20:14:40: second 3429, jobs that second 3, active requests: 0
30.06.2013 20:14:41: second 3430, jobs that second 1, active requests: 1
30.06.2013 20:14:42: second 3431, jobs that second 0, active requests: 0
30.06.2013 20:14:43: second 3432, jobs that second 1, active requests: 0
30.06.2013 20:14:44: second 3433, jobs that second 2, active requests: 0
30.06.2013 20:14:45: second 3434, jobs that second 3, active requests: 0
30.06.2013 20:14:46: second 3435, jobs that second 0, active requests: 2
30.06.2013 20:14:47: second 3436, jobs that second 2, active requests: 0
30.06.2013 20:14:48: second 3437, jobs that second 0, active requests: 0
30.06.2013 20:14:49: second 3438, jobs that second 1, active requests: 0
30.06.2013 20:14:50: second 3439, jobs that second 2, active requests: 0
30.06.2013 20:14:51: second 3440, jobs that second 2, active requests: 0
30.06.2013 20:14:52: second 3441, jobs that second 1, active requests: 1
30.06.2013 20:14:53: second 3442, jobs that second 1, active requests: 0
30.06.2013 20:14:54: second 3443, jobs that second 3, active requests: 1
30.06.2013 20:14:55: second 3444, jobs that second 2, active requests: 0
30.06.2013 20:14:56: second 3445, jobs that second 0, active requests: 0
30.06.2013 20:14:57: second 3446, jobs that second 2, active requests: 0
30.06.2013 20:14:58: second 3447, jobs that second 0, active requests: 1
30.06.2013 20:14:59: second 3448, jobs that second 2, active requests: 0
30.06.2013 20:15:00: second 3449, jobs that second 1, active requests: 1
30.06.2013 20:15:01: second 3450, jobs that second 1, active requests: 0
30.06.2013 20:15:02: second 3451, jobs that second 0, active requests: 0
30.06.2013 20:15:03: second 3452, jobs that second 1, active requests: 0
30.06.2013 20:15:04: second 3453, jobs that second 0, active requests: 0
30.06.2013 20:15:05: second 3454, jobs that second 1, active requests: 0
30.06.2013 20:15:06: second 3455, jobs that second 1, active requests: 0
30.06.2013 20:15:07: second 3456, jobs that second 1, active requests: 0
30.06.2013 20:15:08: second 3457, jobs that second 1, active requests: 0
30.06.2013 20:15:09: second 3458, jobs that second 0, active requests: 1
30.06.2013 20:15:10: second 3459, jobs that second 0, active requests: 0
30.06.2013 20:15:11: second 3460, jobs that second 2, active requests: 0
30.06.2013 20:15:12: second 3461, jobs that second 2, active requests: 1
30.06.2013 20:15:13: second 3462, jobs that second 1, active requests: 0
30.06.2013 20:15:14: second 3463, jobs that second 1, active requests: 0
30.06.2013 20:15:15: second 3464, jobs that second 2, active requests: 0
30.06.2013 20:15:16: second 3465, jobs that second 1, active requests: 0
30.06.2013 20:15:17: second 3466, jobs that second 1, active requests: 1
30.06.2013 20:15:18: second 3467, jobs that second 1, active requests: 0
30.06.2013 20:15:19: second 3468, jobs that second 1, active requests: 1
30.06.2013 20:15:20: second 3469, jobs that second 1, active requests: 0
30.06.2013 20:15:21: second 3470, jobs that second 1, active requests: 1
30.06.2013 20:15:22: second 3471, jobs that second 2, active requests: 0
30.06.2013 20:15:23: second 3472, jobs that second 1, active requests: 0
30.06.2013 20:15:24: second 3473, jobs that second 0, active requests: 0
30.06.2013 20:15:25: second 3474, jobs that second 0, active requests: 0
30.06.2013 20:15:26: second 3475, jobs that second 3, active requests: 0
30.06.2013 20:15:27: second 3476, jobs that second 3, active requests: 2
30.06.2013 20:15:28: second 3477, jobs that second 2, active requests: 1
30.06.2013 20:15:29: second 3478, jobs that second 0, active requests: 0
30.06.2013 20:15:30: second 3479, jobs that second 4, active requests: 0
30.06.2013 20:15:31: second 3480, jobs that second 2, active requests: 1
30.06.2013 20:15:32: second 3481, jobs that second 0, active requests: 1
30.06.2013 20:15:33: second 3482, jobs that second 2, active requests: 0
30.06.2013 20:15:34: second 3483, jobs that second 1, active requests: 0
30.06.2013 20:15:35: second 3484, jobs that second 0, active requests: 0
30.06.2013 20:15:36: second 3485, jobs that second 2, active requests: 0
30.06.2013 20:15:37: second 3486, jobs that second 2, active requests: 0
30.06.2013 20:15:38: second 3487, jobs that second 1, active requests: 1
30.06.2013 20:15:39: second 3488, jobs that second 0, active requests: 0
30.06.2013 20:15:40: second 3489, jobs that second 1, active requests: 0
30.06.2013 20:15:41: second 3490, jobs that second 1, active requests: 1
30.06.2013 20:15:42: second 3491, jobs that second 1, active requests: 0
30.06.2013 20:15:43: second 3492, jobs that second 0, active requests: 0
30.06.2013 20:15:44: second 3493, jobs that second 2, active requests: 0
30.06.2013 20:15:45: second 3494, jobs that second 1, active requests: 0
30.06.2013 20:15:46: second 3495, jobs that second 2, active requests: 0
30.06.2013 20:15:47: second 3496, jobs that second 3, active requests: 1
30.06.2013 20:15:48: second 3497, jobs that second 1, active requests: 1
30.06.2013 20:15:49: second 3498, jobs that second 1, active requests: 0
30.06.2013 20:15:50: second 3499, jobs that second 1, active requests: 0
30.06.2013 20:15:51: second 3500, jobs that second 0, active requests: 0
30.06.2013 20:15:52: second 3501, jobs that second 0, active requests: 0
30.06.2013 20:15:53: second 3502, jobs that second 0, active requests: 0
30.06.2013 20:15:54: second 3503, jobs that second 0, active requests: 0
30.06.2013 20:15:55: second 3504, jobs that second 0, active requests: 0
30.06.2013 20:15:56: second 3505, jobs that second 1, active requests: 0
30.06.2013 20:15:57: second 3506, jobs that second 0, active requests: 0
30.06.2013 20:15:58: second 3507, jobs that second 0, active requests: 0
30.06.2013 20:15:59: second 3508, jobs that second 1, active requests: 0
30.06.2013 20:16:00: second 3509, jobs that second 1, active requests: 0
30.06.2013 20:16:01: second 3510, jobs that second 2, active requests: 1
30.06.2013 20:16:02: second 3511, jobs that second 0, active requests: 1
30.06.2013 20:16:03: second 3512, jobs that second 0, active requests: 0
30.06.2013 20:16:04: second 3513, jobs that second 1, active requests: 0
30.06.2013 20:16:05: second 3514, jobs that second 1, active requests: 0
30.06.2013 20:16:06: second 3515, jobs that second 0, active requests: 0
30.06.2013 20:16:07: second 3516, jobs that second 1, active requests: 0
30.06.2013 20:16:08: second 3517, jobs that second 0, active requests: 0
30.06.2013 20:16:09: second 3518, jobs that second 2, active requests: 0
30.06.2013 20:16:10: second 3519, jobs that second 1, active requests: 0
30.06.2013 20:16:11: second 3520, jobs that second 2, active requests: 0
30.06.2013 20:16:12: second 3521, jobs that second 2, active requests: 1
30.06.2013 20:16:13: second 3522, jobs that second 1, active requests: 1
30.06.2013 20:16:14: second 3523, jobs that second 1, active requests: 1
30.06.2013 20:16:15: second 3524, jobs that second 0, active requests: 0
30.06.2013 20:16:16: second 3525, jobs that second 1, active requests: 0
30.06.2013 20:16:17: second 3526, jobs that second 2, active requests: 0
30.06.2013 20:16:18: second 3527, jobs that second 0, active requests: 0
30.06.2013 20:16:19: second 3528, jobs that second 1, active requests: 0
30.06.2013 20:16:20: second 3529, jobs that second 2, active requests: 1
30.06.2013 20:16:21: second 3530, jobs that second 2, active requests: 1
30.06.2013 20:16:22: second 3531, jobs that second 0, active requests: 1
30.06.2013 20:16:23: second 3532, jobs that second 1, active requests: 0
30.06.2013 20:16:24: second 3533, jobs that second 1, active requests: 0
30.06.2013 20:16:25: second 3534, jobs that second 2, active requests: 0
30.06.2013 20:16:26: second 3535, jobs that second 2, active requests: 0
30.06.2013 20:16:27: second 3536, jobs that second 0, active requests: 0
30.06.2013 20:16:28: second 3537, jobs that second 2, active requests: 0
30.06.2013 20:16:29: second 3538, jobs that second 0, active requests: 1
30.06.2013 20:16:30: second 3539, jobs that second 2, active requests: 0
30.06.2013 20:16:31: second 3540, jobs that second 0, active requests: 1
30.06.2013 20:16:32: second 3541, jobs that second 1, active requests: 0
30.06.2013 20:16:33: second 3542, jobs that second 3, active requests: 0
30.06.2013 20:16:34: second 3543, jobs that second 1, active requests: 0
30.06.2013 20:16:35: second 3544, jobs that second 3, active requests: 0
30.06.2013 20:16:36: second 3545, jobs that second 1, active requests: 2
30.06.2013 20:16:37: second 3546, jobs that second 1, active requests: 0
30.06.2013 20:16:38: second 3547, jobs that second 1, active requests: 0
30.06.2013 20:16:39: second 3548, jobs that second 2, active requests: 0
30.06.2013 20:16:40: second 3549, jobs that second 2, active requests: 0
30.06.2013 20:16:41: second 3550, jobs that second 0, active requests: 1
30.06.2013 20:16:42: second 3551, jobs that second 2, active requests: 0
30.06.2013 20:16:43: second 3552, jobs that second 3, active requests: 1
30.06.2013 20:16:44: second 3553, jobs that second 1, active requests: 0
30.06.2013 20:16:45: second 3554, jobs that second 0, active requests: 0
30.06.2013 20:16:46: second 3555, jobs that second 2, active requests: 0
30.06.2013 20:16:47: second 3556, jobs that second 1, active requests: 0
30.06.2013 20:16:48: second 3557, jobs that second 2, active requests: 1
30.06.2013 20:16:49: second 3558, jobs that second 0, active requests: 1
30.06.2013 20:16:50: second 3559, jobs that second 0, active requests: 0
30.06.2013 20:16:51: second 3560, jobs that second 0, active requests: 0
30.06.2013 20:16:52: second 3561, jobs that second 1, active requests: 0
30.06.2013 20:16:53: second 3562, jobs that second 1, active requests: 0
30.06.2013 20:16:54: second 3563, jobs that second 0, active requests: 0
30.06.2013 20:16:55: second 3564, jobs that second 1, active requests: 0
30.06.2013 20:16:56: second 3565, jobs that second 1, active requests: 0
30.06.2013 20:16:57: second 3566, jobs that second 2, active requests: 0
30.06.2013 20:16:58: second 3567, jobs that second 2, active requests: 0
